stage,years,rep,freq_hz,S_phi_Phi0^2_per_Hz,sqrt_S_phi_Phi0_per_sqrtHz
fresh,0.0,1,0.04812302743997418,0.0005392991513261966,0.0232228153186946
fresh,0.0,1,0.0508021804691302,0.00046578092582056637,0.021581958340719833
fresh,0.0,1,0.05363048996942866,0.0003915046483443723,0.019786476400419865
fresh,0.0,1,0.056616259928227275,0.00046405789220673404,0.02154200297573868
fresh,0.0,1,0.05976825664072413,0.00045778018081416564,0.021395798204651435
fresh,0.0,1,0.06309573444801933,0.0005173729773582575,0.022745834285825998
fresh,0.0,1,0.06660846290809157,0.0004069037334897062,0.020171854983855753
fresh,0.0,1,0.07031675547946471,0.00029627350976258767,0.017212597414759567
fresh,0.0,1,0.07423149980177936,0.000296700656602502,0.01722500091734401
fresh,0.0,1,0.07836418966217519,0.0002289762291038162,0.015131960517521059
fresh,0.0,1,0.08272695874133698,0.00025435346925868613,0.015948462912101783
fresh,0.0,1,0.08733261623828432,0.0002590939289104091,0.016096394904151958
fresh,0.0,1,0.09219468447849992,0.00024213478787311971,0.01556068082935704
fresh,0.0,1,0.09732743861581504,0.0002992512864328587,0.017298881074591464
fresh,0.0,1,0.10274594854461801,0.00021136536227175942,0.014538409894887385
fresh,0.0,1,0.10846612314544045,0.00022704482736577748,0.015068006748265594
fresh,0.0,1,0.11450475699382819,0.00021687935134394174,0.014726824211076255
fresh,0.0,1,0.12087957966963432,0.0002561547875174188,0.016004836378964292
fresh,0.0,1,0.1276093078115092,0.00022675352751207485,0.015058337475036042
fresh,0.0,1,0.13471370006941846,0.00012456247560094355,0.011160756049701272
fresh,0.0,1,0.1422136151165336,0.00015565043991747172,0.012475994546226433
fresh,0.0,1,0.15013107289081734,0.00021985956004627055,0.014827661988535837
fresh,0.0,1,0.15848931924611134,0.00012922380408818257,0.011367664847636148
fresh,0.0,1,0.16731289420254442,0.000158090172580057,0.01257339145099909
fresh,0.0,1,0.1766277039966443,0.00015431193231992395,0.012422235399473154
fresh,0.0,1,0.18646109714269563,0.00014815059001199214,0.012171712698383581
fresh,0.0,1,0.19684194472866123,0.00010879948182088266,0.010430699009217103
fresh,0.0,1,0.20780072518241727,0.00010549839156497016,0.01027124099439645
fresh,0.0,1,0.2193696137571796,0.00012364449514412377,0.011119554628856488
fresh,0.0,1,0.2315825769988508,0.00011927549825556461,0.010921332256440357
fresh,0.0,1,0.2444754724726473,9.5923568407393e-05,0.009794057811111439
fresh,0.0,1,0.2580861540418074,8.996419088425565e-05,0.009484945486625405
fresh,0.0,1,0.27245458300747916,9.421863727174567e-05,0.009706628522393635
fresh,0.0,1,0.2876229454360986,0.00010846550143687749,0.01041467721232288
fresh,0.0,1,0.30363577601873587,5.9519476691005e-05,0.0077148866933354895
fresh,0.0,1,0.32054008882605933,6.867840784246231e-05,0.008287243681856007
fresh,0.0,1,0.33838551534282335,6.823301026256326e-05,0.008260327491241691
fresh,0.0,1,0.3572244501871466,6.0286118968031165e-05,0.00776441362679959
fresh,0.0,1,0.37711220494241976,4.99912376260886e-05,0.007070448191316347
fresh,0.0,1,0.3981071705534973,5.182931028201152e-05,0.007199257620200261
fresh,0.0,1,0.4202709887639691,7.034340330892899e-05,0.00838709743051367
fresh,0.0,1,0.44366873309786115,5.6444461329734414e-05,0.00751295290346841
fresh,0.0,1,0.468369099917127,6.03827068424987e-05,0.007770631045320496
fresh,0.0,1,0.49444461011588275,5.696133966516317e-05,0.007547273657762992
fresh,0.0,1,0.521971822043565,4.0775492250004235e-05,0.006385569062347086
fresh,0.0,1,0.5510315562821569,4.835129054317954e-05,0.006953509225073304
fresh,0.0,1,0.5817091329374358,5.2227158575878746e-05,0.007226836000344739
fresh,0.0,1,0.6140946221409365,4.9171858139651285e-05,0.0070122648366737605
fresh,0.0,1,0.6482831084981076,4.531650401856788e-05,0.006731753413381085
fresh,0.0,1,0.6843749702590874,3.165132172372487e-05,0.0056259507395394846
fresh,0.0,1,0.7224761740317567,3.585912035597075e-05,0.005988248521560436
fresh,0.0,1,0.7626985859023444,3.222465737889899e-05,0.005676676613908792
fresh,0.0,1,0.8051602998770538,3.264595815011904e-05,0.005713664161474582
fresh,0.0,1,0.849985984609015,2.578260946391729e-05,0.005077657871885156
fresh,0.0,1,0.8973072494285632,2.7540989664897546e-05,0.005247950996807949
fresh,0.0,1,0.9472630307515245,3.219758585594747e-05,0.00567429166116331
fresh,0.0,1,1.0,2.2742277842216187e-05,0.004768886436288475
fresh,0.0,1,1.0556729942333292,2.208717032081399e-05,0.004699698960658437
fresh,0.0,1,1.1144454707535625,2.615750361417094e-05,0.005114440694168908
fresh,0.0,1,1.1764899870201853,1.6248290835994042e-05,0.004030916872870742
fresh,0.0,1,1.2419887072831308,2.301643342326756e-05,0.00479754452019651
fresh,0.0,1,1.3111339374215643,1.5763448948195166e-05,0.003970321013242527
fresh,0.0,1,1.3841286895587572,1.8776543451298507e-05,0.004333190908706713
fresh,0.0,1,1.4611872781107471,1.4758265745214068e-05,0.0038416488315844368
fresh,0.0,1,1.5425359490188206,1.5883392381127505e-05,0.003985397393124995
fresh,0.0,1,1.62841354401325,1.4059240558742445e-05,0.0037495653826466933
fresh,0.0,1,1.7190722018585747,1.5309711709573154e-05,0.003912762669722399
fresh,0.0,1,1.8147780986393234,1.2087623084731712e-05,0.0034767259145252897
fresh,0.0,1,1.9158122292596425,1.2999778265116168e-05,0.0036055205262369773
